Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
116067.0,0.949240654782111,1.33351901279168,-4.85540201400676,1.83500588341825,-1.05324529225553,-2.56282606985029,-2.2869856262026,0.260906489976679,-0.895365545923127,-4.54261203828437,2.45371037821171,-4.92519869522976,-1.20041197086128,-6.42437211273331,1.01489749133407,-3.12942132163446,-5.14703878335167,-1.81543652928925,0.520496923051347,0.424608328846183,0.306598169644708,-0.854626651528392,0.101176995923819,-0.281497410249515,0.0244439388949186,-0.107944111820021,0.625288550407281,0.315677390712111,65.0
141586.0,-0.776899850089529,1.33340283982812,-0.0390164058535117,-0.240686121943238,0.634192265036221,-0.424639437938654,0.783434388973286,0.0058888510170382,-0.167517735972621,0.174823777057587,-1.36836844980433,0.262065229449069,0.988711773969243,0.0449279155225243,0.306182875684672,-0.441268262285538,-0.169254426717646,-0.527449045188745,1.32124504506636,0.267100466433693,-0.29993719206981,-0.524720225761303,-0.121048442843599,-0.740192375373403,-0.4711403030526,0.34745825181524,0.0784884085962678,-0.0266097465619525,8.9
129741.0,-1.39620432643506,2.618584398377,-6.0367702713295,3.55245370976796,1.0300913064513,-2.95035827245882,-1.52850574519993,0.189319000841056,-1.43355448519874,-5.56914249554635,3.27754628526759,-5.89693656310926,-1.27710175970119,-11.2218047709786,0.326026786021776,-2.49734111017829,-1.58833565600268,0.120289372543204,0.170143879416802,0.0317945560061884,0.14317682159778,-0.390175928835842,0.35602946330105,-0.762351548983177,0.0965103406932942,-0.487861395288973,0.0626546228071552,-0.240732349240766,1.0
73408.0,-2.86979494599423,1.33566696241079,-1.00953019777159,1.69388472852407,-0.741479894623347,-0.796772696354505,-2.61424187718441,1.06663646767929,-1.13549652218517,-3.9433368210052,2.57283021584331,-2.28866350030302,0.562084177710423,-5.33871420959882,-1.85325189141529,-2.619233053885,-5.23142512742468,-1.23485373672039,0.397308037124058,0.0115572104606548,0.528421372720921,0.228027080989586,-0.749297963439339,-0.0671789627433331,0.215792485177395,-0.453651011768872,0.349191042793996,0.198862268219404,16.48
44348.0,-0.356236131869897,1.08817598061292,1.18189775505672,-0.133525671394644,0.256354014346283,-0.468199698681982,0.608541910873749,0.0881937879908336,-0.649931057287708,-0.344917430051886,1.21401722312484,0.56378459568005,0.20774428855062,-0.276052698817928,0.204227615741562,0.668857287949613,-0.368167664635851,0.448659544990987,0.321511661069379,0.139288879659745,-0.233320770607288,-0.627182702664223,-0.0729048652787907,-0.0446559474627632,-0.143651094323847,0.0744068311943337,0.242737738656833,0.0848737525140087,1.98
17220.0,1.18978435670385,0.942289402014327,0.0823341450498769,3.02404970580847,0.412406009418248,-0.214414558479438,0.0535578385040748,-0.110353351082093,0.883797757350066,-0.554223900525873,0.154921008931302,-2.77675657494788,1.6412066261065,-0.45607695680899,-1.24041439240797,0.857322735948866,1.70702446635297,0.526349196477535,-0.865104609842214,-0.143434644974988,-0.502635558485173,-1.04739752764089,-0.0567520238885425,-0.340688404752184,0.541235201259928,-0.0983002868955662,-0.0030411199129353,0.049819020358336,3.79
80961.0,-0.371908995214685,1.08376827231881,1.18470980537861,-0.130197164875145,0.289565299763005,-0.468438229896847,0.624281858426488,0.0731845667672668,-0.691305482986214,-0.35372173372197,1.26085978650846,0.711105178981001,0.484477496565016,-0.329932778779763,0.174774268634742,0.656048876228103,-0.383810042323261,0.416320803363062,0.319168000253032,0.166863597173224,-0.227287494087847,-0.605790643595963,-0.0670611925286239,-0.0374737039731933,-0.132550443351627,0.0734081760292565,0.243059855251718,0.0859864467236461,4.49
58766.0,-0.988978118236892,0.0718672235976065,2.1124204665333,-2.322545499786,-1.79716282327063,-1.13198114046482,-0.766244860568267,0.392396621354134,-2.37359343436944,0.613927974301224,-0.375094146203832,-0.845880148099698,0.505331694427181,-0.351041996735,0.178674053645638,-0.047177227943128,0.513282113563245,0.245536001799017,-1.17126601185942,-0.285686350437573,0.0201573348833387,0.354886953496533,-0.18251504373619,0.910538559243135,0.371941823521789,-0.20127339822922,0.189924940222549,0.0627729612709091,7.1
100924.0,-23.9847466495794,16.6978316913154,-22.209874815521,9.5849686202149,-16.2304387891461,2.59633265752887,-33.2393281671892,-21.5600394546929,-10.8425258685569,-19.836148851696,3.22323270290842,-10.8951335063028,-1.52345240330584,0.116303256118652,-3.09880532704263,-7.60642457511483,-18.1082610229766,-7.51186615794432,-1.24328515722898,5.80455066066397,-12.6150228644215,5.77408726884239,2.7502214496329,0.513411099654255,-1.60880380395117,-0.459624387540527,-4.62612660780224,-0.334560720645878,1.0
33459.0,0.472964032790706,-1.19436302641122,-1.94705724923331,0.409201398719918,1.98798350508462,3.37379250092319,0.376202474416831,0.606025697445791,-0.381554530689854,-0.0626527033420615,-0.160974163175504,0.0290387149902993,0.0035208681423155,0.707937658927271,0.978993325763797,0.343520665643784,-0.860348307145232,0.219429837143077,-0.101709926114432,0.85313878123495,0.178050953396247,-0.58088607739817,-0.507776934947483,1.0206302738404,0.722786100689967,-0.372936554383272,-0.0772671632502192,0.085325168222253,436.2
135347.0,-0.54420842951014,1.36478559506406,-0.686873309421056,-0.986735586721452,1.34857821183913,0.528651700581797,0.244335653831581,-3.17491458479466,0.48202959173624,0.672739662754515,0.0292058779297261,-0.197378278960568,-1.15386340565953,0.381533093202344,0.0038377442876274,-0.0475790151138082,-1.20272472970529,1.02109025542571,0.46289386853846,1.08874980424403,-1.12147129572158,1.59487149014518,-0.0827955385458177,-0.163818560525266,-0.764149506489703,-0.309378983451556,0.179220064593193,-0.204795264791661,1.56
43840.0,1.1916110226895,-1.53211462823539,0.533979732903027,-1.19995453048848,-1.91974547709206,-0.877003893973836,-0.894886977676626,-0.192919223961464,-1.68832658826058,1.35310124042053,-0.502644870617882,-1.08155762106419,0.0950577951992747,-0.251781945621084,0.824822782109268,-0.146481221996736,0.457491401845468,0.0046729010039755,-0.288235612874242,-0.026977141415108,-0.276775245010824,-0.832160178420463,0.043357572514282,0.322731377445365,0.0564054455057565,-0.425401340947163,0.0097541645351417,0.0567381463679201,173.7
78283.0,0.225517764503022,0.552672459385303,1.19074574571059,0.136387465441039,-0.408920834035845,-0.442551524308724,-0.150989079671819,-0.747919241637313,-0.307535055100055,-0.13137027849245,1.23399779924949,0.330952038169105,-1.11310428148212,0.73736525784938,0.39039900903141,0.578858608102013,-0.554878524742185,0.129497523345955,0.0865559231027586,-0.264356139124687,0.524416608968914,-1.11441108133586,-0.0537449797633969,0.28431486536433,0.725301093297092,0.158071877460092,0.0372622661579546,0.12339992869673,4.49
144327.0,2.26808610050256,-1.4176798668318,-0.671524248534096,-1.44504800621242,-1.54588138637432,-0.900582515133722,-1.19498702036258,-0.20363247088438,-1.03684766047059,1.56316028714966,-1.031036400411,-0.949969012293572,0.0466726007669688,-0.414229953412419,-0.0375427604111546,-0.544091285276643,0.55122448637138,-0.0935734861688296,-0.258341611467888,-0.465442614797377,-0.154770990415084,0.0692646810012745,0.262943785788783,-0.0434522836397838,-0.282435269024903,-0.173930287177247,0.0212812865840132,-0.0471704458472361,19.0
58642.0,-0.451382569628168,2.22514650025341,-4.95305045271638,4.34222824814605,-3.65619018970243,-0.0201214656089607,-5.40755361778584,-0.748436141338482,-1.36219775131112,-4.17062288702767,3.76230638231684,-4.22622469486547,-2.04669403006077,-4.71049793587464,0.217572360008267,-4.73908378383857,-6.13188675183675,-2.42587063860491,2.31416486951171,0.724381267691587,-0.575924092076688,0.495889440695266,1.15412793921228,-0.0161857864909953,-2.07992826296301,-0.554376906341192,0.455179270612071,0.0013206564598543,113.92
156605.0,-0.703380286163819,1.03751048831866,-1.00563647550717,-0.559053257906387,1.01363250823707,-0.961704985407204,0.580271353979529,0.254366522553686,-0.132144151269259,-0.924798996892223,-1.12397879623839,-0.0025883265716027,0.136415003017577,-0.671591336028552,-0.391514407666802,0.462346870069277,0.407361649952355,-0.0794980843991177,-0.148527795596072,-0.129191741229549,-0.199625594206727,-0.586386314558905,0.104699228528334,0.391431740943551,-1.24327213272526,-0.0264741936771458,0.261111761528354,0.176208453318006,10.48
119336.0,2.05970427603116,0.0215801046391152,-1.86386478581941,0.221843379005679,0.563574658801043,-0.363819780831976,-7.21833362532232e-05,-0.0032595360014046,0.424603722857801,-0.176575233082779,0.604506854031397,0.133070756276596,-1.03688887043852,-0.455314911172367,-0.348555854955573,0.674930979795699,0.145773444383675,0.445037978524839,0.49390926329274,-0.203480347054586,-0.35095670686421,-0.990834527573273,0.293835311906573,0.0699660542225486,-0.273619210675199,0.181589556105622,-0.0739515499320393,-0.0469637908371124,0.99
53937.0,-2.04260819938332,1.57357807373238,-2.37265243271278,-0.572676430720841,-2.09735276458226,-0.174142123011242,-3.03951978687359,-1.63423295064356,-0.594808638750073,-5.45960189444545,2.37853722491518,-2.33027064686235,-0.24623272486659,-4.05852343611281,-0.316983146603949,-2.52266081131673,-5.60340034818128,-0.778439963776289,0.860211793588662,0.825565985313424,-0.723326195587733,0.501221637302624,-0.696892260580304,-0.600513726439022,0.127547028812739,-0.786072220292301,0.606097322391548,0.171696507911815,261.87
82953.0,-0.693609047379809,0.55524778528202,1.68595547417751,-1.29225832679645,0.76401297327377,-0.230722624250861,0.89211542602132,-0.201719222177567,-0.650967869842837,-0.532752672164758,0.690143736993642,0.626240282465639,0.909546276046444,-0.180617177368741,-0.202589586105824,0.674470878579041,-1.20581503152111,0.413818752806965,0.0944735117379908,0.185057414830256,0.0892937843478843,0.327585665542134,-0.492996994936939,-0.396538464528257,0.499865414166326,1.04262398522555,-0.23551238038936,-0.192688860004287,18.85
45463.0,-1.47689343619361,2.12231379246165,-1.22946956041319,1.20184879823143,-0.343264387787516,-1.31770390932283,-1.52814215893659,-0.620953383361586,-1.21304032250238,-2.97526724837752,3.53221960237349,-3.68263987014104,-1.15477748628793,-5.16522922685485,-0.240091425455286,-2.40492728839102,-5.67173864053893,-0.99429395124741,-0.289935891439032,0.276893466308702,1.18603560532412,-0.0402148700651311,-0.238930086824211,0.110144325976026,0.0454183699836296,-0.56923231725429,0.481018701576887,-0.0475554426964208,1.0
11635.0,0.919136507326981,4.19963266902077,-7.53560659365729,7.42694037455047,1.11821533001319,-2.88672235145027,-1.34103599607144,0.363933268353337,-2.20322443100109,-4.13784019622865,4.57011280759332,-7.62916958856017,1.73391746350254,-9.44037499459843,-0.0233533498971062,-1.23395828198259,1.63200885764087,1.3157345644727,-0.287188855297045,0.535434663150233,0.316093599204254,0.0551792270194195,0.21069215028398,-0.417917881438145,-0.91118827562932,0.466523924588163,0.627393270472548,0.157851282541588,1.0
154278.0,-1.60021129907252,-3.48813018118561,-6.45930280667571,3.24681566349703,-1.61460769860713,-1.26037454854632,0.288223321921388,-0.0489639910109505,-0.734974617920653,-4.44148408070017,2.94437484242405,-3.80546898374331,-2.10222683492697,-6.1061832734711,-0.641736399701777,-1.55596289626148,-2.08406707082134,0.394247352869229,0.0833797227600835,3.18935489592753,1.19117480721903,-0.96714144500067,-1.46342052446637,-0.624230851495284,-0.176461532068143,0.400348351070197,0.152946864261687,0.477774924576796,1504.93
167338.0,-1.37442438802593,2.79318461104641,-4.34657205544607,2.40073141993213,-1.68843271426041,0.111136092520939,-0.922037621262745,-2.14992997529601,-2.02747375610927,-4.39084192218279,1.24195817554592,-3.91052150018815,-1.22563629923953,-4.69799687128777,0.676108304106939,-2.07706554161602,-2.68352089790884,-0.525949332550218,0.42234244481934,0.650195855719888,-0.870778521555015,0.50484915999462,0.13799426850986,0.36827456897565,0.103136654803567,-0.414208828090744,0.454981584858352,0.0967109642319915,349.08
123078.0,-1.07381997038354,0.415616496914758,-2.2739767978925,1.53684419661661,-0.758696869170268,-1.67038051440345,-2.37713981352061,0.0903704457603509,0.0048472639499715,-2.77674714436829,1.42841254547618,-4.48267863575862,-0.709519384951049,-4.61013844047447,0.621338168687942,-4.60271264488365,-7.52418833345318,-2.55710412229741,1.31912362938259,0.22705062109278,0.535541841818562,0.863591564127184,0.45074251609585,-0.144227844430684,-0.20560879925391,-0.539072772653385,0.503418437647693,-0.237807129664846,11.0
92102.0,-1.66293711018596,3.25389242362715,-7.0404847120185,2.26645647990886,-4.17764891282786,-0.746924828187599,-0.248336733243902,1.09115651568673,-0.307137450847617,-5.56794705115052,2.71273940377591,-5.94840312668093,2.14472605490538,-4.21175592358692,-0.137195538810617,-2.63940913979839,-2.53235540606601,-0.667067027160165,0.626059293435215,-0.842178336511866,0.450381285220709,0.521161529635377,0.308325446158517,-0.318011840652356,-1.25536156975299,-0.691963403718384,0.264878381232973,-0.130444804408444,600.73
122608.0,-2.00345953080582,-7.15904171709445,-4.05097631587393,1.30957974749918,-2.05810158798669,-0.0986209270722274,2.88008272715204,-0.727484046608914,1.4603805509699,-1.53160798206082,-1.39432826167269,-0.220718797789479,-1.53099043146804,1.0752476539262,0.388383209307268,-0.660655352312646,0.0933209955444861,0.335742221574637,0.0575510393537501,3.97321702726744,1.24428677489095,-1.01523228673153,-1.80098486605048,0.657585626965743,-0.435617246752788,-0.894508922176968,-0.39755738695085,0.314261714087509,2125.87
